Date,cum_profit
2018-05-03,62.15000000000009
2018-05-04,77.51999999999998
2018-05-07,77.51999999999998
2018-05-08,77.51999999999998
2018-05-09,77.51999999999998
2018-05-10,77.51999999999998
2018-05-11,77.51999999999998
2018-05-14,77.51999999999998
2018-05-15,77.51999999999998
2018-05-16,77.51999999999998
2018-05-17,77.51999999999998
2018-05-18,77.51999999999998
2018-05-21,99.08000000000038
2018-05-22,99.08000000000038
2018-05-23,107.93000000000029
2018-05-24,107.93000000000029
2018-05-25,107.93000000000029
2018-05-28,107.93000000000029
2018-05-29,107.93000000000029
2018-05-30,104.18000000000029
2018-05-31,104.18000000000029
2018-06-01,133.5300000000002
2018-06-04,133.5300000000002
2018-06-05,133.5300000000002
2018-06-06,133.5300000000002
2018-06-07,133.5300000000002
2018-06-08,133.5300000000002
2018-06-11,133.5300000000002
2018-06-12,133.5300000000002
2018-06-13,133.5300000000002
2018-06-14,133.5300000000002
2018-06-15,133.5300000000002
2018-06-18,133.5300000000002
2018-06-19,133.5300000000002
2018-06-20,133.5300000000002
2018-06-21,133.5300000000002
2018-06-22,133.5300000000002
2018-06-25,133.5300000000002
2018-06-26,133.5300000000002
2018-06-27,133.5300000000002
2018-06-28,133.5300000000002
2018-06-29,76.26999999999998
2018-07-02,76.26999999999998
2018-07-03,76.26999999999998
2018-07-04,99.66000000000031
2018-07-05,99.66000000000031
2018-07-06,99.66000000000031
2018-07-09,99.66000000000031
2018-07-10,99.66000000000031
2018-07-11,99.66000000000031
2018-07-12,99.66000000000031
2018-07-13,99.66000000000031
2018-07-16,99.66000000000031
2018-07-17,99.66000000000031
2018-07-18,99.66000000000031
2018-07-19,99.66000000000031
2018-07-20,99.66000000000031
2018-07-23,99.66000000000031
2018-07-24,115.57000000000062
2018-07-25,115.57000000000062
2018-07-26,115.57000000000062
2018-07-27,115.57000000000062
2018-07-30,115.57000000000062
2018-07-31,115.57000000000062
2018-08-01,115.57000000000062
2018-08-02,123.97000000000025
2018-08-03,123.97000000000025
2018-08-06,123.97000000000025
2018-08-07,123.97000000000025
2018-08-08,123.97000000000025
2018-08-09,123.97000000000025
2018-08-10,123.97000000000025
2018-08-13,123.97000000000025
2018-08-14,123.97000000000025
2018-08-15,123.97000000000025
2018-08-16,111.08000000000038
2018-08-17,111.08000000000038
2018-08-20,111.08000000000038
2018-08-21,111.08000000000038
2018-08-22,111.08000000000038
2018-08-23,111.08000000000038
2018-08-24,128.79000000000042
2018-08-27,128.79000000000042
2018-08-28,128.79000000000042
2018-08-29,128.79000000000042
2018-08-30,128.79000000000042
2018-08-31,128.79000000000042
2018-09-03,128.79000000000042
2018-09-04,128.79000000000042
2018-09-05,128.79000000000042
2018-09-06,128.79000000000042
2018-09-07,128.79000000000042
2018-09-10,128.79000000000042
2018-09-11,115.16000000000031
2018-09-12,115.16000000000031
2018-09-13,115.16000000000031
2018-09-14,115.16000000000031
2018-09-17,115.16000000000031
2018-09-18,130.67000000000007
2018-09-19,130.67000000000007
2018-09-20,130.67000000000007
2018-09-21,130.67000000000007
2018-09-24,130.67000000000007
2018-09-25,130.67000000000007
2018-09-26,130.67000000000007
2018-09-27,130.67000000000007
2018-09-28,130.67000000000007
2018-10-01,135.89000000000033
2018-10-02,135.89000000000033
2018-10-03,135.89000000000033
2018-10-04,135.89000000000033
2018-10-05,135.89000000000033
2018-10-08,135.89000000000033
2018-10-09,135.89000000000033
2018-10-10,135.89000000000033
2018-10-11,135.89000000000033
2018-10-12,135.89000000000033
2018-10-15,135.89000000000033
2018-10-16,44.20000000000027
2018-10-17,44.20000000000027
2018-10-18,44.20000000000027
2018-10-19,44.20000000000027
2018-10-22,44.20000000000027
2018-10-23,44.20000000000027
2018-10-24,44.20000000000027
2018-10-25,44.20000000000027
2018-10-26,44.20000000000027
2018-10-29,44.20000000000027
2018-10-30,-41.94999999999982
2018-10-31,-41.94999999999982
2018-11-01,-41.94999999999982
2018-11-02,-41.94999999999982
2018-11-05,-41.94999999999982
2018-11-06,-41.94999999999982
2018-11-07,-41.94999999999982
2018-11-08,-41.94999999999982
2018-11-09,-41.94999999999982
2018-11-12,-41.94999999999982
2018-11-13,-41.94999999999982
2018-11-14,-41.94999999999982
2018-11-15,-41.94999999999982
2018-11-16,-86.69000000000005
2018-11-19,-86.69000000000005
2018-11-20,-86.69000000000005
2018-11-21,-86.69000000000005
2018-11-22,-86.69000000000005
2018-11-23,-86.69000000000005
2018-11-26,-103.97000000000025
2018-11-27,-103.97000000000025
2018-11-28,-103.97000000000025
2018-11-29,-103.97000000000025
2018-11-30,-103.97000000000025
2018-12-03,-103.97000000000025
2018-12-04,-103.97000000000025
2018-12-05,-103.97000000000025
2018-12-06,-103.97000000000025
2018-12-07,-103.97000000000025
2018-12-10,-103.97000000000025
2018-12-11,-103.97000000000025
2018-12-12,-103.97000000000025
2018-12-13,-153.49000000000024
2018-12-14,-153.49000000000024
2018-12-17,-153.49000000000024
2018-12-18,-153.49000000000024
2018-12-19,-153.49000000000024
2018-12-20,-153.49000000000024
2018-12-21,-153.49000000000024
2018-12-24,-153.49000000000024
2018-12-25,-285.74000000000024
2018-12-26,-285.74000000000024
2018-12-27,-285.74000000000024
2018-12-28,-285.74000000000024
2018-12-31,-285.74000000000024
2019-01-01,-285.74000000000024
2019-01-02,-285.74000000000024
2019-01-03,-285.74000000000024
2019-01-04,-201.69000000000005
2019-01-07,-201.69000000000005
2019-01-08,-201.69000000000005
2019-01-09,-201.69000000000005
2019-01-10,-201.69000000000005
2019-01-11,-201.69000000000005
2019-01-14,-201.69000000000005
2019-01-15,-174.0
2019-01-16,-174.0
2019-01-17,-174.0
2019-01-18,-174.0
2019-01-21,-174.0
2019-01-22,-174.0
2019-01-23,-174.0
2019-01-24,-174.0
2019-01-25,-142.13999999999987
2019-01-28,-142.13999999999987
2019-01-29,-142.13999999999987
2019-01-30,-104.9399999999996
2019-01-31,-104.9399999999996
2019-02-01,-104.9399999999996
2019-02-04,-104.9399999999996
2019-02-05,-104.9399999999996
2019-02-06,-104.9399999999996
2019-02-07,-104.9399999999996
2019-02-08,-104.9399999999996
2019-02-11,-104.9399999999996
2019-02-12,-66.25999999999976
2019-02-13,-66.25999999999976
2019-02-14,-66.25999999999976
2019-02-15,-66.25999999999976
2019-02-18,-66.25999999999976
2019-02-19,-66.25999999999976
2019-02-20,-66.25999999999976
2019-02-21,-66.25999999999976
2019-02-22,-48.4699999999998
2019-02-25,-48.4699999999998
2019-02-26,-48.4699999999998
2019-02-27,-48.4699999999998
2019-02-28,-48.4699999999998
2019-03-01,-29.269999999999527
2019-03-04,-29.269999999999527
2019-03-05,-29.269999999999527
2019-03-06,-29.269999999999527
2019-03-07,-29.269999999999527
2019-03-08,-29.269999999999527
2019-03-11,-38.77999999999929
2019-03-12,-38.77999999999929
2019-03-13,-38.77999999999929
2019-03-14,-38.77999999999929
2019-03-15,-38.77999999999929
2019-03-18,-38.77999999999929
2019-03-19,-38.77999999999929
2019-03-20,-38.77999999999929
2019-03-21,-8.1299999999992
2019-03-22,-8.1299999999992
2019-03-25,-8.1299999999992
2019-03-26,-8.1299999999992
2019-03-27,-8.1299999999992
2019-03-28,6.6000000000008185
2019-03-29,6.6000000000008185
2019-04-01,6.6000000000008185
2019-04-02,6.6000000000008185
2019-04-03,6.6000000000008185
2019-04-04,6.6000000000008185
2019-04-05,6.6000000000008185
2019-04-08,6.6000000000008185
2019-04-09,6.6000000000008185
2019-04-10,6.6000000000008185
2019-04-11,6.6000000000008185
2019-04-12,35.810000000000855
2019-04-15,35.810000000000855
2019-04-16,35.810000000000855
2019-04-17,35.810000000000855
2019-04-18,35.810000000000855
2019-04-19,43.33000000000084
2019-04-22,43.33000000000084
2019-04-23,69.04000000000087
2019-04-24,69.04000000000087
2019-04-25,69.04000000000087
2019-04-26,69.04000000000087
2019-04-29,69.04000000000087
2019-04-30,69.04000000000087
2019-05-01,69.04000000000087
2019-05-02,69.04000000000087
2019-05-03,90.95000000000073
2019-05-06,90.95000000000073
2019-05-07,90.95000000000073
2019-05-08,90.95000000000073
2019-05-09,90.95000000000073
2019-05-10,90.95000000000073
2019-05-13,90.95000000000073
2019-05-14,90.95000000000073
2019-05-15,90.95000000000073
2019-05-16,34.80000000000109
2019-05-17,34.80000000000109
2019-05-20,34.80000000000109
2019-05-21,58.9300000000012
2019-05-22,58.9300000000012
2019-05-23,58.9300000000012
2019-05-24,58.9300000000012
2019-05-27,58.9300000000012
2019-05-28,58.9300000000012
2019-05-29,58.9300000000012
2019-05-30,58.9300000000012
2019-05-31,58.9300000000012
2019-06-03,58.9300000000012
2019-06-04,5.9300000000012005
2019-06-05,5.9300000000012005
2019-06-06,5.9300000000012005
2019-06-07,5.9300000000012005
2019-06-10,5.9300000000012005
2019-06-11,5.9300000000012005
2019-06-12,5.9300000000012005
2019-06-13,5.9300000000012005
2019-06-14,5.9300000000012005
2019-06-17,8.620000000001255
2019-06-18,8.620000000001255
2019-06-19,8.620000000001255
2019-06-20,8.620000000001255
2019-06-21,8.620000000001255
2019-06-24,8.620000000001255
2019-06-25,8.620000000001255
2019-06-26,8.620000000001255
2019-06-27,8.620000000001255
2019-06-28,33.000000000001364
2019-07-01,33.000000000001364
2019-07-02,33.000000000001364
2019-07-03,33.000000000001364
2019-07-04,33.000000000001364
2019-07-05,33.000000000001364
2019-07-08,33.000000000001364
2019-07-09,33.000000000001364
2019-07-10,50.12000000000171
2019-07-11,50.12000000000171
2019-07-12,50.12000000000171
2019-07-15,50.12000000000171
2019-07-16,50.12000000000171
2019-07-17,50.12000000000171
2019-07-18,50.12000000000171
2019-07-19,50.12000000000171
2019-07-22,50.12000000000171
2019-07-23,51.550000000001546
2019-07-24,51.550000000001546
2019-07-25,51.550000000001546
2019-07-26,51.550000000001546
2019-07-29,51.550000000001546
2019-07-30,51.550000000001546
2019-07-31,51.550000000001546
2019-08-01,51.550000000001546
2019-08-02,51.550000000001546
2019-08-05,51.550000000001546
2019-08-06,51.550000000001546
2019-08-07,51.550000000001546
2019-08-08,-23.539999999998145
2019-08-09,-23.539999999998145
2019-08-12,-23.539999999998145
2019-08-13,19.03000000000202
2019-08-14,19.03000000000202
2019-08-15,19.03000000000202
2019-08-16,67.11000000000195
2019-08-19,67.11000000000195
2019-08-20,67.11000000000195
2019-08-21,67.11000000000195
2019-08-22,67.11000000000195
2019-08-23,67.11000000000195
2019-08-26,67.11000000000195
2019-08-27,67.11000000000195
2019-08-28,107.94000000000187
2019-08-29,107.94000000000187
2019-08-30,107.94000000000187
2019-09-02,107.94000000000187
2019-09-03,107.94000000000187
2019-09-04,139.4500000000021
2019-09-05,139.4500000000021
2019-09-06,139.4500000000021
