Date,Profit
2018-12-28,343.849999999999
2018-12-31,343.849999999999
2019-01-01,343.849999999999
2019-01-02,343.849999999999
2019-01-03,343.849999999999
2019-01-04,343.849999999999
2019-01-07,343.849999999999
2019-01-08,343.849999999999
2019-01-09,343.849999999999
2019-01-10,343.849999999999
2019-01-11,343.849999999999
2019-01-14,343.849999999999
2019-01-15,343.849999999999
2019-01-16,343.849999999999
2019-01-17,343.849999999999
2019-01-18,343.849999999999
2019-01-21,343.849999999999
2019-01-22,343.849999999999
2019-01-23,343.849999999999
2019-01-24,343.849999999999
2019-01-25,343.849999999999
2019-01-28,343.849999999999
2019-01-29,343.849999999999
2019-01-30,343.849999999999
2019-01-31,343.849999999999
2019-02-01,343.849999999999
2019-02-04,162.7499999999991
2019-02-05,162.7499999999991
2019-02-06,162.7499999999991
2019-02-07,162.7499999999991
2019-02-08,162.7499999999991
2019-02-11,166.4999999999991
2019-02-12,166.4999999999991
2019-02-13,166.4999999999991
2019-02-14,166.4999999999991
2019-02-15,166.4999999999991
2019-02-18,166.4999999999991
2019-02-19,200.5299999999993
2019-02-20,200.5299999999993
2019-02-21,200.5299999999993
2019-02-22,218.31999999999925
2019-02-25,218.31999999999925
2019-02-26,216.10999999999922
2019-02-27,216.10999999999922
2019-02-28,216.10999999999922
2019-03-01,216.10999999999922
2019-03-04,216.10999999999922
2019-03-05,216.10999999999922
2019-03-06,216.10999999999922
2019-03-07,216.10999999999922
2019-03-08,216.10999999999922
2019-03-11,216.10999999999922
2019-03-12,223.13999999999942
2019-03-13,223.13999999999942
2019-03-14,223.13999999999942
2019-03-15,223.13999999999942
2019-03-18,223.13999999999942
2019-03-19,223.13999999999942
2019-03-20,223.13999999999942
2019-03-21,223.13999999999942
2019-03-22,223.13999999999942
2019-03-25,223.13999999999942
2019-03-26,223.13999999999942
2019-03-27,223.13999999999942
2019-03-28,223.13999999999942
2019-03-29,223.13999999999942
2019-04-01,223.13999999999942
2019-04-02,257.80999999999904
2019-04-03,257.80999999999904
2019-04-04,263.7999999999988
2019-04-05,263.7999999999988
2019-04-08,266.829999999999
2019-04-09,266.829999999999
2019-04-10,276.83999999999924
2019-04-11,276.83999999999924
2019-04-12,276.83999999999924
2019-04-15,275.0099999999993
2019-04-16,275.0099999999993
2019-04-17,275.0099999999993
2019-04-18,275.0099999999993
2019-04-19,275.0099999999993
2019-04-22,282.5299999999993
2019-04-23,282.5299999999993
2019-04-24,282.5299999999993
2019-04-25,282.5299999999993
2019-04-26,282.5299999999993
2019-04-29,291.87999999999965
2019-04-30,291.87999999999965
2019-05-01,291.87999999999965
2019-05-02,291.87999999999965
2019-05-03,291.87999999999965
2019-05-06,291.87999999999965
2019-05-07,291.87999999999965
2019-05-08,291.87999999999965
2019-05-09,291.87999999999965
2019-05-10,291.87999999999965
2019-05-13,291.87999999999965
2019-05-14,291.87999999999965
2019-05-15,291.87999999999965
2019-05-16,291.87999999999965
2019-05-17,291.87999999999965
2019-05-20,291.87999999999965
2019-05-21,291.87999999999965
2019-05-22,291.87999999999965
2019-05-23,291.87999999999965
2019-05-24,172.10999999999967
2019-05-27,172.10999999999967
2019-05-28,172.10999999999967
2019-05-29,172.10999999999967
2019-05-30,172.10999999999967
2019-05-31,172.10999999999967
2019-06-03,172.10999999999967
2019-06-04,172.10999999999967
2019-06-05,172.10999999999967
2019-06-06,172.10999999999967
2019-06-07,172.10999999999967
2019-06-10,172.10999999999967
2019-06-11,172.10999999999967
2019-06-12,249.55999999999995
2019-06-13,249.55999999999995
2019-06-14,249.55999999999995
2019-06-17,249.55999999999995
2019-06-18,275.6700000000001
2019-06-19,275.6700000000001
2019-06-20,275.6700000000001
2019-06-21,275.6700000000001
2019-06-24,275.6700000000001
2019-06-25,275.6700000000001
2019-06-26,272.07000000000016
2019-06-27,272.07000000000016
2019-06-28,272.07000000000016
2019-07-01,272.07000000000016
2019-07-02,303.32000000000016
2019-07-03,303.32000000000016
2019-07-04,303.32000000000016
2019-07-05,303.32000000000016
2019-07-08,288.8600000000001
2019-07-09,288.8600000000001
2019-07-10,288.8600000000001
2019-07-11,288.8600000000001
2019-07-12,309.55999999999995
2019-07-15,309.55999999999995
2019-07-16,309.55999999999995
2019-07-17,309.55999999999995
2019-07-18,309.55999999999995
2019-07-19,309.55999999999995
2019-07-22,299.48
2019-07-23,299.48
2019-07-24,299.48
2019-07-25,299.48
2019-07-26,321.6700000000001
2019-07-29,321.6700000000001
2019-07-30,321.6700000000001
2019-07-31,321.6700000000001
2019-08-01,321.6700000000001
2019-08-02,321.6700000000001
2019-08-05,321.6700000000001
2019-08-06,321.6700000000001
2019-08-07,321.6700000000001
2019-08-08,321.6700000000001
2019-08-09,321.6700000000001
2019-08-12,321.6700000000001
2019-08-13,321.6700000000001
2019-08-14,321.6700000000001
2019-08-15,321.6700000000001
2019-08-16,321.6700000000001
2019-08-19,321.6700000000001
2019-08-20,321.6700000000001
2019-08-21,265.7199999999998
2019-08-22,265.7199999999998
2019-08-23,265.7199999999998
2019-08-26,265.7199999999998
2019-08-27,265.7199999999998
2019-08-28,265.7199999999998
2019-08-29,265.7199999999998
2019-08-30,265.7199999999998
2019-09-02,265.7199999999998
2019-09-03,265.7199999999998
2019-09-04,265.7199999999998
2019-09-05,265.7199999999998
2019-09-06,321.48
