Date,Profit
2017-11-13,0.0
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,0.0
2017-11-17,0.0
2017-11-20,3.269999999999982
2017-11-21,3.269999999999982
2017-11-22,1.319999999999709
2017-11-23,1.319999999999709
2017-11-24,1.319999999999709
2017-11-27,1.319999999999709
2017-11-28,1.319999999999709
2017-11-29,1.319999999999709
2017-11-30,1.319999999999709
2017-12-01,1.319999999999709
2017-12-04,1.319999999999709
2017-12-05,1.319999999999709
2017-12-06,1.319999999999709
2017-12-07,1.319999999999709
2017-12-08,1.319999999999709
2017-12-11,1.319999999999709
2017-12-12,38.38999999999987
2017-12-13,38.38999999999987
2017-12-14,38.38999999999987
2017-12-15,38.38999999999987
2017-12-18,38.38999999999987
2017-12-19,38.38999999999987
2017-12-20,38.38999999999987
2017-12-21,38.38999999999987
2017-12-22,38.38999999999987
2017-12-25,38.38999999999987
2017-12-26,38.38999999999987
2017-12-27,38.38999999999987
2017-12-28,38.38999999999987
2017-12-29,38.38999999999987
2018-01-01,38.38999999999987
2018-01-02,38.38999999999987
2018-01-03,38.38999999999987
2018-01-04,38.38999999999987
2018-01-05,38.38999999999987
2018-01-08,112.48999999999978
2018-01-09,112.48999999999978
2018-01-10,112.48999999999978
2018-01-11,112.48999999999978
2018-01-12,112.48999999999978
2018-01-15,112.48999999999978
2018-01-16,112.48999999999978
2018-01-17,112.48999999999978
2018-01-18,112.48999999999978
2018-01-19,112.48999999999978
2018-01-22,112.48999999999978
2018-01-23,112.48999999999978
2018-01-24,112.48999999999978
2018-01-25,112.48999999999978
2018-01-26,112.48999999999978
2018-01-29,112.48999999999978
2018-01-30,112.48999999999978
2018-01-31,112.48999999999978
2018-02-01,112.48999999999978
2018-02-02,112.48999999999978
2018-02-05,112.48999999999978
2018-02-06,112.48999999999978
2018-02-07,112.48999999999978
2018-02-08,112.48999999999978
2018-02-09,112.48999999999978
2018-02-12,112.48999999999978
2018-02-13,112.48999999999978
2018-02-14,112.48999999999978
2018-02-15,112.48999999999978
2018-02-16,112.48999999999978
2018-02-19,112.48999999999978
2018-02-20,112.48999999999978
2018-02-21,112.48999999999978
2018-02-22,112.48999999999978
2018-02-23,108.5
2018-02-26,108.5
2018-02-27,108.5
2018-02-28,108.5
2018-03-01,108.5
2018-03-02,108.5
2018-03-05,108.5
2018-03-06,108.5
2018-03-07,108.5
2018-03-08,108.5
2018-03-09,108.5
2018-03-12,147.23999999999978
2018-03-13,147.23999999999978
2018-03-14,147.23999999999978
2018-03-15,147.23999999999978
2018-03-16,147.23999999999978
2018-03-19,147.23999999999978
2018-03-20,147.23999999999978
2018-03-21,147.23999999999978
2018-03-22,147.23999999999978
2018-03-23,147.23999999999978
2018-03-26,147.23999999999978
2018-03-27,147.23999999999978
2018-03-28,147.23999999999978
2018-03-29,147.23999999999978
2018-03-30,147.23999999999978
2018-04-02,147.23999999999978
2018-04-03,147.23999999999978
2018-04-04,147.23999999999978
2018-04-05,147.23999999999978
2018-04-06,147.23999999999978
2018-04-09,147.23999999999978
2018-04-10,147.23999999999978
2018-04-11,147.23999999999978
2018-04-12,147.23999999999978
2018-04-13,147.23999999999978
2018-04-16,147.23999999999978
2018-04-17,140.70999999999958
2018-04-18,140.70999999999958
2018-04-19,140.70999999999958
2018-04-20,140.70999999999958
2018-04-23,140.70999999999958
2018-04-24,140.70999999999958
2018-04-25,140.70999999999958
2018-04-26,140.70999999999958
2018-04-27,140.70999999999958
2018-04-30,140.70999999999958
2018-05-01,140.70999999999958
2018-05-02,140.70999999999958
2018-05-03,140.70999999999958
2018-05-04,140.70999999999958
2018-05-07,120.20999999999958
2018-05-08,120.20999999999958
2018-05-09,120.20999999999958
2018-05-10,171.35999999999967
2018-05-11,171.35999999999967
2018-05-14,171.35999999999967
2018-05-15,171.35999999999967
2018-05-16,182.3699999999999
2018-05-17,182.3699999999999
2018-05-18,182.3699999999999
2018-05-21,182.3699999999999
2018-05-22,182.3699999999999
2018-05-23,182.3699999999999
2018-05-24,182.3699999999999
2018-05-25,170.40999999999985
2018-05-28,170.40999999999985
2018-05-29,170.40999999999985
2018-05-30,170.40999999999985
2018-05-31,170.40999999999985
2018-06-01,215.16999999999962
2018-06-04,215.16999999999962
2018-06-05,215.16999999999962
2018-06-06,215.16999999999962
2018-06-07,215.16999999999962
2018-06-08,215.16999999999962
2018-06-11,215.16999999999962
2018-06-12,229.66999999999962
2018-06-13,229.66999999999962
2018-06-14,229.66999999999962
2018-06-15,229.66999999999962
2018-06-18,229.66999999999962
2018-06-19,229.66999999999962
2018-06-20,234.39999999999964
2018-06-21,234.39999999999964
2018-06-22,239.51999999999953
2018-06-25,239.51999999999953
2018-06-26,239.51999999999953
2018-06-27,239.51999999999953
2018-06-28,239.51999999999953
2018-06-29,239.51999999999953
2018-07-02,239.51999999999953
2018-07-03,235.66999999999916
2018-07-04,235.66999999999916
2018-07-05,235.66999999999916
2018-07-06,235.66999999999916
2018-07-09,260.0199999999991
2018-07-10,260.0199999999991
2018-07-11,260.0199999999991
2018-07-12,284.28999999999905
2018-07-13,284.28999999999905
2018-07-16,284.28999999999905
2018-07-17,284.28999999999905
2018-07-18,284.28999999999905
2018-07-19,284.28999999999905
2018-07-20,284.28999999999905
2018-07-23,284.28999999999905
2018-07-24,284.28999999999905
2018-07-25,284.28999999999905
2018-07-26,301.329999999999
2018-07-27,301.329999999999
2018-07-30,285.10999999999876
2018-07-31,285.10999999999876
2018-08-01,282.1799999999989
2018-08-02,282.1799999999989
2018-08-03,295.30999999999904
2018-08-06,295.30999999999904
2018-08-07,295.30999999999904
2018-08-08,295.30999999999904
2018-08-09,295.30999999999904
2018-08-10,295.30999999999904
2018-08-13,295.30999999999904
2018-08-14,301.9899999999989
2018-08-15,301.9899999999989
2018-08-16,301.9899999999989
2018-08-17,301.9899999999989
2018-08-20,340.66999999999916
2018-08-21,340.66999999999916
2018-08-22,340.66999999999916
2018-08-23,340.66999999999916
2018-08-24,340.66999999999916
2018-08-27,340.66999999999916
2018-08-28,340.66999999999916
2018-08-29,340.66999999999916
2018-08-30,340.66999999999916
2018-08-31,340.66999999999916
2018-09-03,340.66999999999916
2018-09-04,340.66999999999916
2018-09-05,340.66999999999916
2018-09-06,340.66999999999916
2018-09-07,340.66999999999916
2018-09-10,340.66999999999916
2018-09-11,340.66999999999916
2018-09-12,340.66999999999916
2018-09-13,340.66999999999916
2018-09-14,340.66999999999916
2018-09-17,340.66999999999916
2018-09-18,343.849999999999
2018-09-19,343.849999999999
2018-09-20,343.849999999999
2018-09-21,343.849999999999
2018-09-24,343.849999999999
2018-09-25,343.849999999999
2018-09-26,343.849999999999
2018-09-27,343.849999999999
2018-09-28,343.849999999999
2018-10-01,343.849999999999
2018-10-02,343.849999999999
2018-10-03,343.849999999999
2018-10-04,343.849999999999
2018-10-05,343.849999999999
2018-10-08,343.849999999999
2018-10-09,343.849999999999
2018-10-10,343.849999999999
2018-10-11,343.849999999999
2018-10-12,343.849999999999
2018-10-15,343.849999999999
2018-10-16,343.849999999999
2018-10-17,343.849999999999
2018-10-18,343.849999999999
2018-10-19,343.849999999999
2018-10-22,343.849999999999
2018-10-23,343.849999999999
2018-10-24,343.849999999999
2018-10-25,343.849999999999
2018-10-26,343.849999999999
2018-10-29,343.849999999999
2018-10-30,343.849999999999
2018-10-31,343.849999999999
2018-11-01,343.849999999999
2018-11-02,343.849999999999
2018-11-05,343.849999999999
2018-11-06,343.849999999999
2018-11-07,343.849999999999
2018-11-08,343.849999999999
2018-11-09,343.849999999999
2018-11-12,343.849999999999
2018-11-13,343.849999999999
2018-11-14,343.849999999999
2018-11-15,343.849999999999
2018-11-16,343.849999999999
2018-11-19,343.849999999999
2018-11-20,343.849999999999
2018-11-21,343.849999999999
2018-11-22,343.849999999999
2018-11-23,343.849999999999
2018-11-26,343.849999999999
2018-11-27,343.849999999999
2018-11-28,343.849999999999
2018-11-29,343.849999999999
2018-11-30,343.849999999999
2018-12-03,343.849999999999
2018-12-04,343.849999999999
2018-12-05,343.849999999999
2018-12-06,343.849999999999
2018-12-07,343.849999999999
2018-12-10,343.849999999999
2018-12-11,343.849999999999
2018-12-12,343.849999999999
2018-12-13,343.849999999999
2018-12-14,343.849999999999
2018-12-17,343.849999999999
2018-12-18,343.849999999999
2018-12-19,343.849999999999
2018-12-20,343.849999999999
2018-12-21,343.849999999999
2018-12-24,343.849999999999
2018-12-25,343.849999999999
2018-12-26,343.849999999999
2018-12-27,343.849999999999
