Date,m5avg,Actual SPX,Predicted SPX,today,predicted_delta,actual_delta
6/19/2019,2902.5,2954.18,2904.844635,2926.46,-21.61536495,27.72
6/20/2019,2915.008,2950.46,2917.356242,2954.18,-36.82375781,-3.72
6/21/2019,2927.704,2945.35,2930.055904,2950.46,-20.40409645,-5.11
6/24/2019,2938.84,2917.38,2941.195115,2945.35,-4.154884969,-27.97
6/25/2019,2938.766,2913.78,2941.121094,2917.38,23.74109369,-3.6
6/26/2019,2936.23,2924.92,2938.584362,2913.78,24.80436234,11.14
6/27/2019,2930.378,2941.76,2932.730675,2924.92,7.8106747,16.84
6/28/2019,2928.638,2964.33,2930.990173,2941.76,-10.76982709,22.57
7/1/2019,2932.434,2973.01,2934.787268,2964.33,-29.54273238,8.68
7/2/2019,2943.56,2995.82,2945.916476,2973.01,-27.09352378,22.81
7/3/2019,2959.968,2990.41,2962.329208,2995.82,-33.49079193,-5.41
7/4/2019,2973.066,2990.41,2975.430985,2990.41,-14.97901464,0
7/5/2019,2982.796,2975.95,2985.163791,2990.41,-5.24620863,-14.46
7/8/2019,2985.12,2979.63,2987.488462,2975.95,11.53846158,3.68
7/9/2019,2986.444,2993.07,2988.812843,2979.63,9.182843406,13.44
7/10/2019,2985.894,2999.91,2988.262685,2993.07,-4.807315207,6.84
7/11/2019,2987.794,3013.77,2990.163233,2999.91,-9.746767271,13.86
7/12/2019,2992.466,3014.3,2994.83658,3013.77,-18.93341993,0.53
7/15/2019,3000.136,3004.04,3002.508792,3014.3,-11.791208,-10.26
7/16/2019,3005.018,2984.42,3007.3922,3004.04,3.352199907,-19.62
7/17/2019,3003.288,2995.11,3005.661701,2984.42,21.241701,10.69
7/18/2019,3002.328,2976.61,3004.701424,2995.11,9.591424146,-18.5
7/19/2019,2994.896,2985.03,2997.267281,2976.61,20.65728085,8.42
7/22/2019,2989.042,3005.47,2991.411593,2985.03,6.381592636,20.44
7/23/2019,2989.328,3019.56,2991.697675,3005.47,-13.77232489,14.09
7/24/2019,2996.356,3003.67,2998.727702,3019.56,-20.8322981,-15.89
7/25/2019,2998.068,3025.86,3000.440196,3003.67,-3.229804383,22.19
7/26/2019,3007.918,3020.97,3010.293036,3025.86,-15.56696377,-4.89
7/29/2019,3015.106,3013.18,3017.483109,3020.97,-3.486890845,-7.79
7/30/2019,3016.648,2980.38,3019.025554,3013.18,5.845553848,-32.8
7/31/2019,3008.812,2953.56,3011.187294,2980.38,30.80729405,-26.82
8/1/2019,2998.79,2932.05,3001.162404,2953.56,47.60240383,-21.51
8/2/2019,2980.028,2844.74,2982.394993,2932.05,50.34499312,-87.31
8/5/2019,2944.782,2881.77,2947.138829,2844.74,102.3988286,37.03
8/6/2019,2918.5,2883.98,2920.849249,2881.77,39.07924924,2.21
8/7/2019,2899.22,2938.09,2901.563689,2883.98,17.58368914,54.11
8/8/2019,2896.126,2918.65,2898.468797,2938.09,-39.62120313,-19.44
8/9/2019,2893.446,2883.75,2895.788024,2918.65,-22.86197601,-34.9
8/12/2019,2901.248,2926.32,2903.592274,2883.75,19.84227399,42.57
8/13/2019,2910.158,2840.6,2912.504844,2926.32,-13.81515649,-85.72
8/14/2019,2901.482,2847.6,2903.826341,2840.6,63.22634147,7
8/15/2019,2883.384,2888.68,2885.723122,2847.6,38.12312224,41.08
8/16/2019,2877.39,2923.65,2879.727394,2888.68,-8.952606352,34.97
8/19/2019,2885.37,2900.51,2887.709695,2923.65,-35.94030502,-23.14
8/20/2019,2880.208,2924.43,2882.546206,2900.51,-17.96379368,23.92
8/21/2019,2896.974,2922.95,2899.317041,2924.43,-25.11295858,-1.48
8/22/2019,2912.044,2847.11,2914.391387,2922.95,-8.558612588,-75.84
8/23/2019,2903.73,2878.38,2906.07499,2847.11,58.96498976,31.27
8/26/2019,2894.676,2869.16,2897.018379,2878.38,18.63837871,-9.22
8/27/2019,2888.406,2887.94,2890.746571,2869.16,21.58657052,18.78
8/28/2019,2881.108,2924.58,2883.446466,2887.94,-4.493534129,36.64
8/29/2019,2881.434,2926.46,2883.77256,2924.58,-40.80744011,1.88
8/30/2019,2897.304,2906.27,2899.647137,2926.46,-26.81286341,-20.19
9/2/2019,2902.882,2906.27,2905.226745,2906.27,-1.04325479,0
9/3/2019,2910.304,2937.78,2912.650886,2906.27,6.380885619,31.51
9/4/2019,2920.272,2976,2922.62176,2937.78,-15.15823974,38.22
9/5/2019,2930.556,2978.71,2932.908726,2976,-43.09127397,2.71
9/6/2019,2941.006,2971.84,2943.36174,2978.71,-35.34826032,-6.87
